actor_id,name_unified,year_birth,year_death
16744341,"Sherwin, John.",NA,NA
NV28439,"[Shipey, Marshel],",NA,NA
4805902,"Shirtcliffe, Robert.",NA,NA
NV28450,"Shoemaker, Jacob,",NA,NA
13632109,"Short, Thomas",1682,1712
17571781,"Short, Thomas, 1690?-1772.",1690,1772
2525044,"Shropshire, W.",1732,1785
39299650,"Shrowsbury, William, active 1673-1700,",1673,1700
34332162,"Shuckburgh, Anne,",NA,NA
231002232,"Shuckburgh, J.",1714,1761
52626362,"Sibbald, Robert, Sir, 1641-1722.",1641,1722
8922171,"Silver, Jacob, (Bookseller)",NA,NA
68489810,"Simon, James, F.R.S.",1700,NA
314840019,"Simons, William, 1696 or 1697-1782.",1696,1782
46669424,"Simpson, Joseph, active 1750-1754.",1800,1754
66388720,"Simpson, Ralph, active 1680-1704,",1680,1704
64360467,"Simpson, Thomas, 1710-1761.",1710,1761
95145542611696641723,"Symson, Andrew",1638,1712
NV28580,Sincere lover of his country.,NA,NA
10278957,"Sisson, George, 1683-1740,",1683,1740
73729978,"Skidmore, Joseph.",NA,NA
NV28729,"Skinner, Francis, 1709-1785,",1709,1785
67510990,"Slack, T.",1718,1784
77959,"Sloane, Hans, Sir, 1660-1753.",1660,1753
39252556,"Sloss, James, 1698-1772.",1698,1772
51703197,"Smart, Christopher, 1722-1771.",1722,1771
58098264,"Smart, John, of Guildhall, London.",NA,NA
37315069,"Smedley, Jonathan, 1671-1729.",1671,1729
305048486,"Smith,",NA,NA
100212150,"Smith, Charles, 1715?-1762.",1715,1762
NV28848,"Smith, Edward, active 1700.",NA,NA
236487643,"Smith, Elisha, 1683?-1740.",1683,1740
38415288,"Smith, James, active 18th century.",1700,NA
15145602344201360943,"Smith, John, active 1719-1758,",1719,1758
NV28943,"Smith, John, of Montague Close, Southwark.",NA,NA
305049303,"Smith, Luke.",NA,NA
17099639,"Smith, M., active 1712.",1712,NA
210094106,"Smith, Marshall.",NA,NA
66368711,"Smith, R.",1670,1721
24654312,"Smith, Richard",1698,1721
22430164,"Smith, Robert, 1689-1768.",1689,1768
NV28974,"[Smith, Robert, active 1741-1762],",NA,NA
49085314,"Smith, Samuel, D.D.",NA,NA
78636218,"Smith, Thomas, -1708.",NA,1708
304990111,"Smith, William.",NA,NA
14669811,"Smith, William, 1759-1771,",1696,1771
17081243,"Smith, William, active 1701.",1701,NA
NV29049,"Smith, William, philo-chymicus.",NA,NA
48145277,"Smoke, Timothy.",NA,NA
68935985,"Smollett, Tobias George, 1721-1771.",1721,1771
36793554,"Smyth, Aquila.",NA,NA
75269334,"Snell, Charles, 1667-1733.",1667,1733
47552241,"Soame, John, -1738.",1670,1738
130132158,Society for Promoting Christian Knowledge,NA,NA
NV29209,"[Society for the Encouragement of Agriculture within the Counties of Dumfries and Wigton, and the Stewartry of Kirkudbright],",NA,NA
154426088,South Sea Company.,NA,NA
34890457,"Sower, Christopher, 1695-1758,",1695,1758
28400878,"Sower, Christopher, 1721-1784,",1721,1784
306072690,"Sowle, J. (Jane), 1630 or 1631-1711.",1630,1711
12182874,"Sowle, T.",1666,1749
1451464,"Sparke, John, 18th cent.",1700,NA
6480243,"Sparrow, George.",NA,NA
11260511,"Speke, Hugh, 1656-1724?.",1656,1724
34332353,"Spinke, John.",NA,NA
231002250,"Sprint, John, -1729,",1660,1729
187072182,"[Spurrell, Robert.]",NA,NA
44740225,"Squire, Francis, 1682-1750.",1682,1750
32378959,"Squire, Jane, 1671?-1743.",1671,1743
98362473,"Stackhouse, Thomas, approximately 1680-1752.",1677,1752
240917545,"Stacy, Edmund, active 1710-1715.",1710,1715
26653683,"Stagg, J.",1716,1746
12318147,"Stampiglia, Silvio, 1664-1725.",1664,1725
16594513,"Standen, J.",1738,1741
11389387,"Starkey, Robert, -1722?,",NA,1722
130394133,"Stationers' Society (Dublin, Ireland),",NA,NA
NV30078,"Stephen Austen Cumberlege,",NA,NA
61899467,"Stephens, Edward, -1706.",NA,1706
22018441,"Stephens, Edward, active 1747-1765.",1747,1765
306131861,"Stephens, Richard, Rector of Stock Gailard.",NA,NA
9720900,"Stephens, Zach.",NA,NA
12183036,"Stephenson, David, M.A.",NA,NA
23693085,"Steuart, Andrew, -1769,",NA,1769
NV30139,"[Stevens, Alexander, active 1728]",NA,NA
12183089,"Steward, Thomas, 1668 or 1669-1753.",1668,1753
8231893,"Stirling, John, -1777.",NA,1777
46321746,"Stonehouse, S. (Samuel).",NA,NA
NV30302,"Storer, Nathaniel",NA,NA
1451042,"Story, Thomas, 1662-1742.",1662,1742
100093484,"Strahan, Andrew",1749,1831
71442890,"Strahan, G.",1650,1752
39467138,"Strahan, William",1715,1785
34016201,"Strongcastle, Cornelius.",NA,NA
32430927,"Stuart, Alexander, 1673-1742.",1673,1742
76237382,"Stuart, Z.",1758,1774
69060428,"Stukeley, William, 1687-1765.",1687,1765
147854527,"Sun Insurance Office, Ltd.,",NA,NA
61900747,"Swan, Abraham.",1705,1805
NV30578,"Swan, J.",1748,1775
69871428,"Switzer, Stephen, 1682?-1745.",1682,1745
4806704,"Symmer, John.",NA,NA
36794074,"Symmonds, James.",NA,NA
232745026,"Symon, Edward, -1741,",NA,1741
279098306,"Symonds, Henry, -1740.",NA,1740
306107783,"Sympson, Anthony.",NA,NA
307473844,"Sympson, C.",1753,1790
312896394,"Sympson, J.",1728,1749
NV_BH_X0493060X,T. B.,NA,NA
NV38120,T. B.,NA,NA
NV38184,T. E.,NA,NA
NV38252,T. H.,NA,NA
NV_BH_X04620180X,T. L.,NA,NA
NV38450,T. S.,NA,NA
NV_BH_X04191944X,"T. S., Esq.",1739,1807
NV30741,"T. Varnum and J. Osborn,",NA,NA
NV_BH_X04706597X,T. W.,NA,NA
NV38522,T. W.,NA,NA
63081963,"Taeschler, David,",NA,NA
57048605,"Tailfer, Patrick.",NA,NA
NV30775,"Tait, Alexander.",NA,NA
51955883,"Tans'ur, William, 1699?-1783.",1699,1783
24476494,"Taperell, John, 1710-",1710,NA
39253150,"Taswell, Edward, 1696?-1720.",1696,1720
29545787,"Tate, Nahum, 1652-1715.",1652,1715
39253166,"Tatersal, Robert.",NA,NA
9838155,"Taylor, C.",1756,1823
36794042,"Taylor, J., active 1742.",1742,NA
58928543,"Taylor, Jacob, -1746.",NA,1746
304977038,"Taylor, John",NA,NA
30858249,"Taylor, John, 1694-1761.",1694,1761
1471259,"Taylor, Joseph, active 17th century-18th century.",1650,1651
68813278,"Taylor, Randal",1640,1700
24476642,"Taylor, Richard, -1717.",NA,1717
NV30870,"Taylor, W.",1698,1724
1565494,"Taylor, W.",1698,1724
39253068,"Tebb, Thomas",1687,1740
29091990,"Templeman, Daniel.",NA,NA
NV30921,Templer.,NA,NA
34885163,"Tennent, John, 1710-1748.",1710,1748
2479987,"Theobald, Mr. (Lewis), 1688-1744.",1688,1744
120737243,"Thomas, Isaiah, 1749-1831,",1749,1831
17950913,"Thomas, John, 1696-1781.",1696,1781
78654595,"Thomas, William, 1670-1738.",1670,1738
49083840,"Thomé de Jesus, Frei, approximately 1529-1582.",1529,1582
31872808,"Thompson, Isaac, 1703-1776,",1703,1776
14778969,"Thomson, James, 1700-1748.",1700,1748
304993199,"Thomson, John",NA,NA
38290399,"Thomson, John, -1753.",1690,1753
306130894,"Thomson, John, of Dublin.",NA,NA
NV31173,"Thomson, John, precentor in Torry.",NA,NA
315655753,"Thorley, John.",NA,NA
NV31201,"Thornton, John, active 1652-1704.",1641,1708
68096154,"Threlkeld, Caleb, 1676-1728.",1676,1728
NV31264,"Thurlbourn, J.",NA,NA
305118749,"Thurlbourn, W.",1723,1768
NV31292,"[Tillotson, Nathan]",NA,NA
24159146,"Timberland, Ebenezer",1742,1744
43404380,"Timothy, Lewis",1700,1738
40941773,"Timothy, Peter, 1725?-1782,",1725,1782
219701385,"Tisdall, William, 1669-1735.",1669,1735
73909886,"Tomlinson, Kellom.",1693,1754
27367249,"Toms, W. H.",1700,1765
330654,"Tonson, Jacob",1656,1736
46357770,"Tonson, Jacob, 1682-1735,",1670,1736
39253454,"Tooke, Thomas, of Staple Inn, London.",NA,NA
NV31396,"[Tookey, R.],",1695,1728
NV31397,"Tookey, R.",1695,1728
43260621,"Torbuck, J.",1736,1742
43895037,"Towers, J.",1749,1775
19536792,"Tracey, John,",NA,NA
48823380,"Tracy, E.",1683,1717
3848476,"Trapwit, Tommy.",NA,NA
19556032,"Tren, John, -1738.",NA,1738
2506298,"Trowell, Samuel.",NA,NA
NV31635,True Lover of His Countrey.,NA,NA
66507465,"Trusler, John, 1735-1820.",1735,1820
12183814,"Trye, T.",1737,1760
137145857830423020106,"Tucker, Josiah, 1712-1799.",1712,1799
56598421,"Tull, Jethro, 1674-1741.",1674,1741
48190385,"Turford, Hugh, -1713.",NA,1713
44411,"Turnbull, George, 1698-1748.",1698,1748
12183920,"Turnbull, Walter, active 1746.",1746,NA
34854179,"Turner, Elizabeth, active 18th century.",1700,NA
78654894,"Turner, Robert, active 1746.",1746,NA
74046090,"Turner, William, 1651-1740.",1651,1740
66344612,"Tutty, William, active 1741.",1741,NA
NV32071,"Upfeild, Richard",NA,NA
29411063,"Upton, Robert, active 1750.",1750,NA
73449154,"Urie, Robert, -1771,",1750,1771
4850357,"Uriel, P., active 1775,",1775,NA
NV32096,Usebius.,NA,NA
12183996,"Uvedale, Thomas.",NA,NA
NV32111,Paul & Isaak Vaillant,1705,1753
90440126,"Vaillant, Isaac, -1753,",1717,1753
76551088,"Vaillant, P.",1715,1802
98274308,"Vaillant, Paul, 1671 or 1672-1739,",1671,1802
34178435,"Vallange, John,",1678,1713
24159302,"Vallavine, Peter.",NA,NA
75278677,"Varenne, P.",1695,1724
NV32220,"Vaughan, Thomas, 1689 or 1790-",NA,NA
100171160,"Velleius Paterculus, approximately 19 B.C.-approximately 30 A.D.",-19,30
36948568,"Venette, Nicolas, 1633-1698.",1633,1698
68778703,"Vernon, John, (Merchant)",NA,NA
100162370,"Vida, Marco Girolamo, approximately 1485-1566.",1485,1566
45726693,"Viner, Charles, 1678-1756.",1678,1756
8194433,Virgil.,-70,-19
24477229,"Vowell, Benjamin, -1757?.",NA,1757
29411253,"Vowler, John, 1668?-",1668,NA
64865579,"Vream, William.",1651,1651
121292447,W. and J. Innys.,1702,1756
NV38562,W. B.,NA,NA
NV38603,W. B.,NA,NA
NV32452,W. F. (Gentleman of Scotland).,NA,NA
61897469,"W. G. (William Goodall), active 1740.",1740,NA
NV38714,W. H.,NA,NA
NV38738,W. H.,NA,NA
NV38787,"W. L.,",NA,NA
NV_BH_X07133958X,W. M.,NA,NA
NV32476,"W. P., Hon.",NA,NA
306130183,W. T. (William Tunstall),NA,NA
50171862,"Wagstaffe, William, 1685-1725.",1685,1725
29897872,"Waldron, George, 1690-1730?.",1690,1730
2345241,"Wale, Jeffery.",NA,NA
NV32556,"Wale, Jeffrey,",NA,NA
66386600,"Walker, R.",1709,1761
NV32603,"[Walker, Robert, active 1729-1749],",NA,NA
NV32604,"Walker, Robert, active 1729-1758,",NA,NA
NV32606,"Walker, Robert, approximately 1709-1761,",1709,1761
39253676,"Walker, Samuel, A.B.",NA,NA
269744449,"Wallace, James, M.D.",1684,NA
64076512,"Wallace, Robert, 1697-1771.",1697,1771
44174876,"Wallis, John, 1714-1793.",1714,1793
46638546,"Wallis, Ninian.",NA,NA
7267557,"Walsh, John, -1766.",1709,1766
17489351,"Walsh, John, 1665 or 1666-1736,",1665,1736
46601837,"Walsh, Thomas",1775,1728
240467329,"Walthoe, John, 1657 or 1658-1744.",1657,1744
73730668,"Walton, John, of Halifax.",NA,NA
2769606,"Warburton, John, 1682-1759.",1682,1759
21213427,"Ward, A.",1710,1747
61448961,"Ward, Cæsar",1710,1759
8760350,"Ward, Henry (Comedian)",1746,NA
68920199,"Ward, John, approximately 1679-1758.",1679,1758
41716284,"Ward, Joseph, 1710 or 1711-1772.",1710,1772
62485922,"Warder, Joseph, active 1688-1718.",1655,1724
37790832,"Ware, James, Sir, 1594-1666.",1594,1666
8939830,"Ware, Richard, (Bookseller)",1690,1756
NV32738,"Warner, Isaiah,",NA,NA
51557323,"Warner, T.",1717,1734
75278683,"Warren, Robert, 1680-1740.",1680,1740
2345447,"Washington, Henry, 1716 or 1717-",1716,NA
4005550,"Wastell, Tho. (Thomas)",NA,NA
51577264,"Waters, E.",1707,1740
304992835,"Watson, James,",1709,1709
54200258,"Watson, James",1644,1722
NV32857,"[Watson, Mrs.],",NA,NA
36821421,"Watson, W., (Printer)",NA,NA
20461029,"Watson, William, Sir, 1715-1787.",1715,1787
37293705,"Watt, Thomas.",NA,NA
218481116,"Watts, J.",1650,1763
NV32905,"Watts, John, 1675-1729,",1675,1763
NV32907,"Watts, Joseph, active 18th century.",NA,NA
100323552,"Weaver, John, 1673-1760.",1673,1760
276236327,"Webb, George,",NA,NA
68826641,"Webb, W.,",NA,NA
53178589,"Webbe, John,",NA,NA
58638742,"Webber, Samuel.",NA,NA
282116184,"Webster, Thomas, active 1701-1722,",1701,1722
34487806,"Webster, W. (William), 1689-1758.",1689,1758
NV32948,"Weddell, A.",NA,NA
31845196,"Weekes, George, 1689-1772.",1689,1772
29411314,"Weeks, James Eyre.",NA,1762
26941483,"Weeks, John, active 1749.",1749,NA
70332823,"Welchman, Edward, 1665-1739.",1665,1739
NV33012,Well wisher to truth.,NA,NA
46660218,"Wellington, R.",1685,1724
NV33083,"Wellington, Richard, active 1693-1709,",1685,1724
68805845,"Welstead, Henry, 1656 or 1657-1718.",1656,1718
49570899,"Welton, R. (Richard), 1671?-1726.",1671,1726
19686646,"Wesley, John, 1703-1791.",1703,1791
117440,"Wesley, Charles, 1707-1788",1707,1788
58041644,"Wesley, Samuel, 1691-1739.",1691,1739
55575080,"Weston, Edward, 1702 or 1703-1770.",1702,1770
214969714,"Weston, James, stenographer.",1688,1751
21170210,"Wetmore, James, 1695-1760.",1695,1760
36019185,"Weyman, William, -1768,",NA,1768
30941886,"Whaley, John, 1710-1745.",1710,1745
13738529,"Whalley, John, 1653-1724.",1653,1724
60507968,"Whatley, Robert, -1767.",NA,1767
44175044,"Wheatland, Thomas, 1692 or 1693-1737.",1692,1737
32924921,"Wheatly, Charles, 1686-1742.",1686,1742
54025054,"Wheeler, James, gent.",NA,NA
61600028,"Whiston, J.",1711,1780
36927363,"Whiston, William, 1667-1752.",1667,1752
29587069,"White, B.",1724,1821
76192470,"White, George, -1751.",NA,1751
108198689,"White, J.,",1944,NA
14691576,"White, John",1687,1769
2345667,"White, John, master of a boarding school.",NA,NA
27107411,"Whitefield, George, 1714-1770.",1714,1770
NV33445,"Whitelock, J. C.",NA,NA
71267605,"Whitewood, Thomas, -1767 or 1768.",NA,1767
NV33458,"Whitfield, Peter.",NA,NA
39265300,"Whitlock, E.",1693,1699
NV33491,"Whitmarsh, Thomas, -1733,",NA,NA
NV33493,"[Whitridge, H.],",NA,NA
41615620,"Whitridge, Henry,",NA,1765
314808790,"Whitrowe, Joan.",1630,NA
1465161,"Whittemore, Nathaniel, 1673-1754.",1673,1754
317106746,"Whitworth, R.",1707,1772
36794768,"Whyte, Laurence.",1685,1753
295334507,"Wight, Thomas, approximately 1640-1724.",1640,1724
13758418,"Wightman, Valentine, 1681-1747.",1681,1747
14647201,"Wilcox, John, -1762.",NA,1762
21954540,"Wilde, A.",1700,1770
NV33587,"Wilde, Allington, active 1731?-1770,",1722,1770
306131954,"Wilder, John, 1680 or 1681-1742.",1680,1742
22019654,"Wilford, J.",1721,1764
64358340,"Wilkes, Wetenhall, -1751.",1705,1751
280220476,"Wilkie, J.",1750,1785
17100567,"Wilkin, Richard.",1743,NA
61431425,"Wilkins, J.",1680,1703
22039034,"Wilkins, W.",1700,1756
71267698,"Wilkinson, George (Chaplain to Lord Haversham)",1700,NA
36794884,"Willets, William.",NA,NA
NV33717,"[Williams, Guilielmo, active 1724-1733]",NA,NA
44175224,"Williams, Mr., active 1723.",1723,NA
304994314,"Williams, T.,",NA,NA
2346005,"Williams, William, active 1709.",1709,NA
8238869,"Williams, Zachariah, 1673?-1755.",1673,1755
48207285,"Willison, John, 1680-1750.",1680,1750
12589303,"Willson, James",1992,NA
NV33794,"Willy, the Cook.",NA,NA
49130979,"Wilmot, William, -1727,",NA,1727
NV33823,"[Wilson, Ebenezer, -1790],",NA,NA
73731260,"Wilson, John, -1746.",NA,1746
230344363,"Wilson, P.",1720,1802
76748645,"Winchester, Elhanan, 1751-1797.",1751,1797
315534552,"Winstanley, John, approximately 1678-1750.",1678,1750
14616400,"Winter, J.",1723,1761
56458608,"Wister, Johannes, 1708-1789,",1708,1789
48319979,"Withall, Benjamin.",NA,NA
63868188,"Withers, E. (Edward), -1759,",1736,1759
NV33983,"Withers, E.",1736,1759
46638956,"Wood, John, (Bookseller)",NA,NA
305027813,"Wood, Simon.",NA,NA
8069153411852541700001,"Wood, T.,",NA,NA
4492613,"Woodcock, John, active 18th century.",1700,NA
78374987,"Woodfall, G.",1734,1772
77124830,"Woodfall, H.",1686,1747
NV34066,"Woodhouse, Robert, active 1707.",NA,NA
121291428,"Woodman and Lyon (London, England)",NA,NA
306131981,"Woodman, John, active 1733-1750.",1733,1750
61587756,"Woolston, Thomas, 1670-1733.",1670,1733
68777600,"Woolverton, Charles",NA,NA
41716798,"Worgan, John (Surveyor)",NA,NA
118253065,"Worrall, J.",1734,1771
12184392,"Worrall, Thomas, -1767.",NA,1767
61812660,"Worsdale, James, 1692?-1767.",1682,1767
70969014,"Worster, Benjamin.",NA,NA
36794982,"Wotton, Matthew, -approximately 1729,",NA,1729
14804235,"Wotton, William, 1666-1727.",1666,1727
56487293,"Wright, J. (Anabaptist teacher)",1704,NA
39724630,"Wright, James, 1643-1713.",1643,1713
26941719,"Wright, Robert, 1677-",1677,NA
28537761,"Wright, S. (Samuel), 1683-1746.",1683,1746
25706944,"Wright, Thomas, 1711-1786.",1711,1786
7268151,"Wyat, J.",NA,1732
306131973,"Wyles, Nathanael, 1659 or 1660-1748.",1659,1748
49299496,"Wynne, John, 1667-1743.",1667,1743
24477678,"Wynter, John, 1699-",1699,NA
26941956,"Yapp, B.",NA,NA
34334038,"Yardley, Edward, 1698-1769.",1698,1769
39254442,"Yeo, William, excise officer.",NA,NA
4833653,"Yooll, Robert.",NA,NA
304988763,Young gentleman.,NA,NA
306131978,"Young, Canute.",1739,NA
NV34456,"Young, Edward, late of Wye in Kent.",NA,NA
NV34464,"Young, John, active 1698-1730,",NA,NA
NV34471,"Young, Kenneth, active 1720.",NA,NA
NV34537,"Zenger, widow Catharine",NA,NA
74649148,"Zenger, John Peter, 1697-1746,",1697,1746
NV34540,"Zenger, John Peter, 1719-1751,",1719,1751
bbti_109575,"HITCH, Charles",1718,1764
bbti_31967,"HAWES, Lacy",1713,1776
bbti_72994,"WARD, John",1748,1760
bbti_31039,"HARRIS, J",1717,1725
bbti_61153,"SAYER, Robert",1725,1794
bbti_107361,"BROWN, Daniel",1662,1727
bbti_72801,"WALTHOE, John I",1658,1744
bbti_59028,"ROBINSON, Ranew",1712,1740
bbti_53584,"PEMBERTON, John",1709,1745
johnbarry_0,"BARRY, J.",NA,NA
bbti_112410,"CROWDER, Stanley",1742,1795
bbti_73141,C. and R. Ware,1756,1773
bbti_114125,"PAYNE, Thomas",1752,1831
bbti_37399,"JAMES, John",1724,1760
bbti_51500,"OSBORN, John II",1735,1775
bbti_4480,"BASKETT, Mark",1742,1780
bbti_4474,"BASKET, Robert",1741,1765
henhammond_0,"HAMMOND, Henry",NA,NA
bbti_116081,"COX, Thomas",1707,1754
johngray_0,"GRAY, John",NA,NA
bbti_40501,"KNAPTON, James",1680,1738
bbti_73061,"WARD, William",1705,1744
isaacjackson_0,"JACKSON, Isaac",NA,NA
bbti_113163,"FORD, Richard",1705,1738
bbti_17751,"CRUTTENDEN, R",1718,1720
williamlaurence_0,"LAURENCE, William",NA,NA
bbti_7900,"BOTHAM, William I",1668,1748
bbti_116262,"WARD, Thomas",1703,1743
bbti_58911,"ROBINSON, George I",1737,1801
bbti_14249,"CLARKE, William",1750,1795
bbti_116010,"THOMPSON, John",1723,1723
eclondon_0,"LONDON, E.",NA,NA
bbti_13169,"CHAPMAN, Samuel",1720,1729
bbti_13502,"CHETWOOD, William Rufus",1713,1724
bbti_11803,Cadell and Davies,1793,1820
bbti_53098,"PAYNE, Thomas",1722,1731
executrixofthomasnewcombdeceasd_0,executrix of Thomas Newcomb deceas'd,NA,NA
bbti_57984,"RICHARDSON, Joseph",1753,1763
bbti_25432,"FRANCKLIN, Richard",1718,1765
bbti_107724,J. and J. Pemberton,1700,1739
bbti_9155,"BRIGS, B",1707,1707
bbti_13923,"CLARK, John",1697,1760
bbti_18518,Darton and Harvey,1744,1815
bbti_81235,"COOPER, Jos",1753,1753
bbti_15982,"COOPER, Thomas",1732,1743
bbti_30983,"HARRIS, Benjamin",1663,1708
bbti_22175,T. and J. Egerton,1783,1837
thomashume_1,"HIM, him",NA,NA
eevetts_0,"EVETTS, E.",NA,NA
bbti_31018,"HARRIS, Gabriel I",1693,1738
bbti_21690,"EASTON, Edward II",1720,1795
bbti_124892,"RAIKES, Robert",1718,1753
bbti_8976,"BRICE, Andrew I",1692,1773
bbti_35104,"HORNE, Thomas",1686,1720
bbti_7149,"BLANDFORD, Nicholas",1715,1730
bbti_6378,"BILLING, R",1703,1703
bbti_73763,"WAUGH, James",1747,1766
bbti_13173,"CHAPMAN, Thomas",1687,1709
bbti_27948,"GOREHAM, H",1737,1742
bbti_2543,"AYSCOUGH, George",1714,1784
bbti_107957,"KNAPLOCK, Robert",1681,1737
bbti_78583,"WYATT, John",1690,1728
bbti_76724,"WILMOT, Samuel",1715,1745
bbti_52711,"PARSONS, John",1733,1798
bbti_16704,"COX, ---",1670,1700
bbti_107804,"WILLIAMSON, Richard",1699,1737
bbti_59330,"ROGER, Robert",1704,1710
bbti_76277,"WILLIAMS, John",1760,1814
bbti_75552,"WICKSTED, E",1747,1759
bbti_80286,"BROWN, Jos",1719,1719
bbti_113384,"HORSFIELD, Robert",1741,1798
bbti_75548,"WICKSTEAD, Edward",1735,1758
bbti_37572,"JAUNCY, T",1720,1721
bbti_22797,"ETHERINGTON, Christopher",1758,1779
bbti_46047,"MATTHEWS, Emmanuel",1683,1734
bbti_67420,"SWALE, John",1685,1748
bbti_13039,"CHANDLER, Samuel",1720,1728
elizabethmeredith_0,"MEREDITH, Elizabeth",NA,NA
bbti_106365,"GOSLING, Robert",1699,1741
bbti_112282,"ROBINSON, John",1753,1813
bbti_105768,"PARKER, Edmund",1696,1739
bbti_65133,"SOWLE, J",1712,1735
bbti_113516,"RIVINGTON, Charles",1688,1742
williamandcluerdicey_0,William and Cluer Dicey,NA,NA
thesociety_0,the Society,NA,NA
bbti_76775,"WILSON, David",1745,1777
bbti_10387,"BRUGES, Richard",1710,1727
bbti_105106,"DARBY, John",1673,1733
bbti_23811,"FAYRAM, Francis",1721,1730
bbti_51499,"OSBORN, John I",1700,1739
bbti_114791,"RIVINGTON, Charles",1731,1790
bbti_109905,"CLAY, Francis",1708,1738
bbti_114404,"SYMON, Edward",1711,1741
bbti_10232,"BROWNE, Daniel I",1662,1729
bbti_40786,"LACY, James",1713,1732
bbti_44308,"LYON, David",1724,1730
bbti_74250,"WELLINGTON, Richard 2",1733,1752
bbti_125933,"BAKER, Samuel",1689,1778
johnfleming_0,"FLEMING, John",NA,NA
bbti_114549,"PRIDDEN, John",1728,1807
olinelson_0,"NELSON, Oli.",NA,NA
bbti_104038,"ROGERS, William",1671,1712
jandrtonsonandsdraper_0,J. and R. Tonson and S. Draper,NA,NA
bbti_73149,"WARE, Richard I",1716,1756
bbti_112714,"AUSTEN, Stephen",1719,1750
williamsmith_6,"SMITH, W.",NA,NA
bartholomewcorcoran_0,"CORCORAN, Bartholomew",NA,NA
assignsofrichardandedwardatkinsesquires_0,assigns of Richard and Edward Atkins Esquires,NA,NA
bbti_60899,"SARE, Richard",1684,1728
bbti_21689,"EASTON, Edward I",1725,1753
jcooke_2,"COOKE, J.",NA,NA
bbti_125482,"FEALES, William",1737,1737
bbti_131960,"BERRINGTON, Edward",1673,1705
bbti_18150,"DAGNELL, Matthias",1720,1730
bbti_56819,"RATTEN, William",1716,1744
calebratten_1,"RATTEN, Caleb",NA,NA
derbyleeds_0,"LEEDS, Derby",NA,NA
roberturie_0,"URIE, Robert",NA,NA
bbti_22828,"EUSTACE, Josiah",1730,1730
matthewdagnell_0,"DAGNELL, Matthew",NA,NA
paulstephens_0,"STEPHENS, Paul",NA,NA
thomaswilliams_0,"WILLIAMS, Thomas",NA,NA
anthonythorpe_1,"THORPE, Anthony",NA,NA
mrfranks_0,Mr Franks,NA,NA
bbti_53145,"PEACHEY, William",1720,1730
jroe_0,"ROE, J.",NA,NA
churrudebrady_0,"BRADY, Churrude",NA,NA
bbti_10233,"BROWNE, Daniel II",1704,1762
bbti_45087,"MARCH, John",1711,1726
bbti_2290,"ATKINSON, Thomas",1704,1709
jer_0,Jer,NA,NA
bbti_16114,"CORBETT, Thomas",1715,1743
bbti_83813,"HODGES, John",1732,1732
bbti_17678,"CROWNFIELD, Cornelius I",1696,1743
bbti_114516,"PARKER, Henry",1704,1741
bbti_37006,"JACKSON, Daniel",1710,1715
jbsprint_0,J. and B. Sprint,NA,NA
bbti_114073,"OSBORNE, John",1729,1775
bbti_116057,J. and R. Tonson,1729,1767
gavinhamilton_0,"HAMILTON, G.",NA,NA
bbti_112522,"HOTHAM, Mathew",1704,1704
bbti_23614,"FARMER, Daniel",1728,1750
bbti_107725,"TOOKE, Benjamin",1687,1723
bbti_16685,"COWSE, Benjamin",1714,1744
williamsands_0,"SANDS, W.",NA,NA
alexandermurray_0,"MURRAY, A.",NA,NA
jamescochran_0,"COCHRAN, J.",NA,NA
messhamiltonbalfour_0,Mess. Hamilton & Balfour,NA,NA
johnbarrie_0,"BARRY, J.",NA,NA
danielbaxter_0,"BAXTER, D.",NA,NA
tglas_0,"GLAS, T.",NA,NA
bbti_33480,"HILL, Henry",1720,1720
bbti_105842,"WOTTON, Mathew",1677,1717
bbti_106896,"CHURCHILL, William",1657,1737
bbti_9156,"BRIGS, Richard",1701,1702
him_6,him,NA,NA
johngooding_0,"GOODING, John",NA,NA
bbti_57025,"READ, James",1704,1745
bbti_15205,"COLLINS, Benjamin",1715,1785
bbti_10306,"BROWNE, Thomas",1726,1734
robertakenhead_0,"AKENHEAD, R.",NA,NA
bbti_23572,"FARLEY, Felix",1708,1753
bbti_47234,"MILLAR, A",1738,1799
peterdunoyer_0,"DUNOYER, Peter",NA,NA
corke_0,Corke,NA,NA
georgeharrison_0,"HARRISON, George",NA,NA
bbti_112322,"BRACKSTONE, James",1731,1776
bbti_33430,"HILDYARD, John",1701,1757
jandpknapton_1,J. and P. Knapton,NA,NA
tlongman_0,"LONGMAN, T.",NA,NA
tshewel_0,"SHEWELL, T.",NA,NA
bbti_52267,"PARAMORE, J",1743,1781
bbti_19596,"DELAGE, J",1702,1722
bbti_47849,"MOETIONS, James",1721,1721
bbti_109076,"BAILEY, John",1731,1787
johnandjamesrivington_0,John and James Rivington,NA,NA
bbti_40689,"KNOX, John",1720,1790
bbti_47957,"MONGER, T",1734,1734
abettesworthandcrivington_0,A. Bettesworth and C. Rivington,NA,NA
bbti_76655,"WILLOCK, R",1728,1765
bbti_112854,"JENOUR, Mathew",1733,1785
bbti_15575,"CONYERS, Joshua",1662,1689
bbti_41788,"LEAKE, James I",1685,1764
thomasleigh_0,"LEIGH, T.",NA,NA
jamesmceuen_0,"JOHN, James",NA,NA
bbti_50597,"NOBLE, Francis",1739,1792
bbti_108660,"HOLLAND, James",1695,1729
bbti_10810,"BULLOCK, Thomas",1708,1710
